"oid","uniq_id","stor_folder","stor_phys","stor_reason","stor_date","stor_dept","stor_person","stor_desc","stor_fmts","stor_units","obj_name","type_of_work","obj_synopsis","obj_type","obj_sub_type","obj_assoc_inv_nums","obj_date","obj_year","obj_authors","obj_orgs","obj_restrict","obj_rights","obj_rdoc_name","obj_rdoc_num","obj_terms","obj_sources","obj_supl_info","obj_main_min","obj_supl_min","obj_group_min","obj_assoc_geol","spat_atd_ate","spat_loc","spat_num_grid","spat_coords_source","spat_toponim","inf_type","inf_media","path_others","obj_main_group","obj_sub_group","path_local","path_cloud","status","timecode","obj_sub_group_ref","path_local_ref","path_cloud_ref"
"11100","g01s03y2022m04d18n26e","1708-Сазонов А.М.,1988","ТФГИ по Респ. Хакасия","Приказ ФГУП ЦНИГРИ (ФГБУ ""ЦНИГРИ"") от 25.10.2016 № 57. Регламент № 1 учета и передачи информации в цифровом виде электронного банка геологических данных ФГБУ ""ЦНИГРИ"", 2018","22.02.2022","Лаборатория ЕБГИ отдела ГИС","Генинг К.С., ведущий инженер","","PDF, TXT","1 папка (текст); 1 файл","Вещественный состав руд глубоких горизонтов Андреевской и Каскадной жил Саралинского месторождения. (Промежуточный отчет по теме ГГМ-874-8 ""Геолого-структурные особенности, вещественный состав руд и околорудноизмененных пород жил Саралинского месторождения"")","Минералогические исследования","","Отчет полный","Отчетные и фондовые материалы","ТФГИ по Респ. Хакасия: 1708","","1988","Сазонов А.М., Леонтьев С.И., Ананьев С.А. и др.","КИЦМ","","РФ","","","Вещественный состав, руда, глубокие горизонты, жила, минеральный состав, сульфиды, рудные тела, типоморфные свойства, гидротермально-измененные породы, геохимическая характеристика, сопутствующие элементы, методика наследования","","","Золото","","Благородные металлы","Саралинское месторождение, жила Каскадная, жила Андреевская","Республика Хакасия","Орджоникидзевский район","N-45-XI, N-45-XVII","","Кузнецкий Алатау. Реки Левая Сарала, Средняя Сарала, Правая Сарала, Верка, кл. Банный, Ильинский, Благовещенский, Гаврило-Архангельский","Интерпретированная","Электронный","","01FOND","03TGF","\\pegas\UDS\01FOND\03TGF\1708-Сазонов А.М.,1988","http://cloud.tsnigri.ru/apps/files/?dir=/01-03-МАТЕРИАЛЫ РЕГИОНАЛЬНЫХ ФОНДОВ/1708-Сазонов А.М.,1988","","","","03TGF_REF","\\pegas\UDS\01FOND\03TGF_REF\1708-Сазонов А.М.,1988","https://cloud.tsnigri.ru/apps/files/?dir=/01-03-РЕФЕРАТЫ ФОНДОВЫХ МАТЕРИАЛОВ ТГФ/1708-Сазонов А.М.,1988"
"11101","g01s03y2022m04d18n27e","1709-Широких И.Н.,1993","ТФГИ по Респ. Хакасия","Приказ ФГУП ЦНИГРИ (ФГБУ ""ЦНИГРИ"") от 25.10.2016 № 57. Регламент № 1 учета и передачи информации в цифровом виде электронного банка геологических данных ФГБУ ""ЦНИГРИ"", 2018","22.02.2022","Лаборатория ЕБГИ отдела ГИС","Генинг К.С., ведущий инженер","Росгеолфонд","PDF, TXT","1 папка (текст); 1 файл","Морфологическая и геохимическая характеристика россыпного золота Саралинского рудного поля и особенности строения рыхлых золотоносных толщ на примере россыпи руч. Полуденка (Отчет по хоздоговору № 101-92)","Минералогические исследования","","Отчет полный","Отчетные и фондовые материалы","ТФГИ по Респ. Хакасия: 1709; Росгеолфонд: 23","","1993","Широких И.Н., Васьков А.С., Осинцев С.Р. и др.","ИГ СО РАН, Лаборатория эволюции рудно-магматических систем ","","РФ","","","Морфология, гранулометрия, окатанность, россыпное золото, строение, рыхлые золотоносные толщи, характеристика, состав, самородное золото","","","Золото россыпное","","Благородные металлы","Саралинское рудное поле, россыпь ручья Полуденка","Республика Хакасия","Орджоникидзевский район","N-45-XVII","","Руч. Полуденка","Интерпретированная","Электронный","","01FOND","03TGF","\\pegas\UDS\01FOND\03TGF\1709-Широких И.Н.,1993","http://cloud.tsnigri.ru/apps/files/?dir=/01-03-МАТЕРИАЛЫ РЕГИОНАЛЬНЫХ ФОНДОВ/1709-Широких И.Н.,1993","","","","03TGF_REF","\\pegas\UDS\01FOND\03TGF_REF\1709-Широких И.Н.,1993","https://cloud.tsnigri.ru/apps/files/?dir=/01-03-РЕФЕРАТЫ ФОНДОВЫХ МАТЕРИАЛОВ ТГФ/1709-Широких И.Н.,1993"
"11104","g01s03y2022m04d18n30e","1833-Дубинин Н.Г.,1974","ТФГИ по Респ. Хакасия","Приказ ФГУП ЦНИГРИ (ФГБУ ""ЦНИГРИ"") от 25.10.2016 № 57. Регламент № 1 учета и передачи информации в цифровом виде электронного банка геологических данных ФГБУ ""ЦНИГРИ"", 2018","22.02.2022","Лаборатория ЕБГИ отдела ГИС","Генинг К.С., ведущий инженер","","PDF, TIFF, TXT","2 папки; 1 папка (текст); 2 папка (графика)","Отчет по теме Б.1.1/501(13)/91-2/54 ""Перспективная оценка золотоносности Кизас-Анзасского района"" (Западный Саян)","Региональные работы","","Отчет полный","Отчетные и фондовые материалы","ТФГИ по Респ. Хакасия: 1833","","1974","Дубинин Н.Г., Круглов Г.П., Филиппов Г.В. и др.","Красноярское ГУ, Комплексная тематическая экспедиция","","РФ","","","Золотоносный район, геологическое строение, стратиграфия, интрузивные образования, тектоника, золотоносность, месторождение, рудопроявление, участок, россыпь","","","Золото","","Благородные металлы","Кизас-Анзасский золотоносный район, участки Анзасский, Кизасский, Мало-Анзасский, Мало-Кизасский, Кускюсинский, Джарганский, Мишихинский","Республика Хакасия","Таштыпский район","N-45-131, N-45-132, N-45-143, N-45-144","","Западный Саян. Реки Мал. Абакан, Она, Бол. и Мал. Кизас, Бол. и Мал. Анзас","Интерпретированная","Электронный","","01FOND","03TGF","\\pegas\UDS\01FOND\03TGF\1833-Дубинин Н.Г.,1974","http://cloud.tsnigri.ru/apps/files/?dir=/01-03-МАТЕРИАЛЫ РЕГИОНАЛЬНЫХ ФОНДОВ/1833-Дубинин Н.Г.,1974","","","","03TGF_REF","\\pegas\UDS\01FOND\03TGF_REF\1833-Дубинин Н.Г.,1974","https://cloud.tsnigri.ru/apps/files/?dir=/01-03-РЕФЕРАТЫ ФОНДОВЫХ МАТЕРИАЛОВ ТГФ/1833-Дубинин Н.Г.,1974"
"11105","g01s03y2022m04d18n31e","1834-Кириллов А.Д.,1977","ТФГИ по Респ. Хакасия","Приказ ФГУП ЦНИГРИ (ФГБУ ""ЦНИГРИ"") от 25.10.2016 № 57. Регламент № 1 учета и передачи информации в цифровом виде электронного банка геологических данных ФГБУ ""ЦНИГРИ"", 2018","22.02.2022","Лаборатория ЕБГИ отдела ГИС","Генинг К.С., ведущий инженер","Росгеолфонд","PDF, TIFF, TXT","3 папки; 1 папка (текст); 2 папка (графика); 3 папка (текст)","Отчет о результатах поисковых работ на золото на Киевском участке в 1976-1977 гг.","Поисковые работы","","Отчет полный","Отчетные и фондовые материалы","ТФГИ по Респ. Хакасия: 1834; Росгеолфонд: 362647","","1977","Кириллов А.Д., Чернова Т.Н., Тихобаева В.П. и др.","Красноярское ГУ, Минусинская ГРЭ, Абаканская ГРП ","","РФ","","","Стратиграфия, магматизм, тектоника, полезные ископаемые, поисковые признаки, методика и объем работ, поисковые критерии, маршрут, геологические разрезы, горные работы, картировочное опробование, петрографо-минералогические исследования, коренное золото, россыпное золото","","","Золото, золото россыпное","","Благородные металлы","Участок Кизасский","Республика Хакасия","Таштыпский район","N-45-XXXVI ","","Реки Большой Кизас, Малый Кизас, Большой Анзас, Малый Анзас","Интерпретированная","Электронный","","01FOND","03TGF","\\pegas\UDS\01FOND\03TGF\1834-Кириллов А.Д.,1977","http://cloud.tsnigri.ru/apps/files/?dir=/01-03-МАТЕРИАЛЫ РЕГИОНАЛЬНЫХ ФОНДОВ/1834-Кириллов А.Д.,1977","","","","03TGF_REF","\\pegas\UDS\01FOND\03TGF_REF\1834-Кириллов А.Д.,1977","https://cloud.tsnigri.ru/apps/files/?dir=/01-03-РЕФЕРАТЫ ФОНДОВЫХ МАТЕРИАЛОВ ТГФ/1834-Кириллов А.Д.,1977"
"11110","g01s03y2022m04d18n36e","2073-Швецов А.Н.,2004","ТФГИ по Алтайскому кр.","Приказ ФГУП ЦНИГРИ (ФГБУ ""ЦНИГРИ"") от 25.10.2016 № 57. Регламент № 1 учета и передачи информации в цифровом виде электронного банка геологических данных ФГБУ ""ЦНИГРИ"", 2018","22.02.2022","Лаборатория ЕБГИ отдела ГИС","Генинг К.С., ведущий инженер","Росгеолфонд","DOC, CDR","2 папки; 1 папка (графика); 2 папка (текст)","Информационный отчет по незавершенным поисковым работам на золото в корах выветривания Центрального Салаира (Мунгайский участок)","Региональные работы","","Отчет полный","Отчетные и фондовые материалы","ТФГИ по Алтайскому кр.: 2073; Росгеолфонд: 483676","","2004","Швецов А.Н., Корольченко О.С., Соломина Е.С. и др.","Алтайнедра, ОАО ""ГАЭ""","","РФ","","","Коры химического выветривания, золото в корах выветривания, поисковые маршруты, литогеохимические работы по вторичным ореолам рассеяния","","","Золото, медь","","Благородные металлы, цветные металлы","Мунгайский участок","Алтайский край","Заринский район","N-45-XIV, N-45-63, N-45-64","","Реки Большой Мунгай, Березовая, Лесной Аламбай","Интерпретированная","Электронный","Гос. Рег. № 84-04-4/2","01FOND","03TGF","\\pegas\UDS\01FOND\03TGF\2073-Швецов А.Н.,2004","http://cloud.tsnigri.ru/apps/files/?dir=/01-03-МАТЕРИАЛЫ РЕГИОНАЛЬНЫХ ФОНДОВ/2073-Швецов А.Н.,2004","","","","03TGF_REF","\\pegas\UDS\01FOND\03TGF_REF\2073-Швецов А.Н.,2004","https://cloud.tsnigri.ru/apps/files/?dir=/01-03-РЕФЕРАТЫ ФОНДОВЫХ МАТЕРИАЛОВ ТГФ/2073-Швецов А.Н.,2004"
"11111","g01s03y2022m04d18n37e","2079-Белоусов Г.Г.,2004","ТФГИ по Алтайскому кр.","Приказ ФГУП ЦНИГРИ (ФГБУ ""ЦНИГРИ"") от 25.10.2016 № 57. Регламент № 1 учета и передачи информации в цифровом виде электронного банка геологических данных ФГБУ ""ЦНИГРИ"", 2018","22.02.2022","Лаборатория ЕБГИ отдела ГИС","Генинг К.С., ведущий инженер","Росгеолфонд","DOC, CDR","1 папка (графика); 1 файл (текст)","Промежуточный отчет о поисково-оценочных работах на россыпное золото в долине р. Зауда и её левых притоков руч. Балдино и Андрюшкин с подсчётом запасов на 01.01.2005 г., по работам 2004 года (россыпь руч. Балдино)","Поисково-оценочные работы","","Отчет полный","Отчетные и фондовые материалы","ТФГИ по Алтайскому кр.: 2079, 2079Д1; Росгеолфонд: 483753","","2004","Белоусов Г.Г., Жданов В.А., Никулина С.А. и др.","ООО А/С ""Поиск""","","РФ","Лицензия № БАР00702БР от 29.01.2003","Лицензия № БАР00702БР от 29.01.2003","Оценка, россыпь, скважины, шурфы, пробы золота, пробность, пески, торфа, промывистость, запасы","","","Золото россыпное","","Благородные металлы","Россыпь р. Зауды, ручьев Балдино, Андрюшкин, Петрушкин","Алтайский край","Заринский район","N-45-77-В","","Р. Зауда, ручьи Балдино, Андрюшкин, Петрушкин","Интерпретированная","Электронный","Гос. Рег. № 84-04-19/1","01FOND","03TGF","\\pegas\UDS\01FOND\03TGF\2079-Белоусов Г.Г.,2004","http://cloud.tsnigri.ru/apps/files/?dir=/01-03-МАТЕРИАЛЫ РЕГИОНАЛЬНЫХ ФОНДОВ/2079-Белоусов Г.Г.,2004","","","","03TGF_REF","\\pegas\UDS\01FOND\03TGF_REF\2079-Белоусов Г.Г.,2004","https://cloud.tsnigri.ru/apps/files/?dir=/01-03-РЕФЕРАТЫ ФОНДОВЫХ МАТЕРИАЛОВ ТГФ/2079-Белоусов Г.Г.,2004"
"11115","g01s03y2022m04d18n41e","2525-Кириллов А.Д.,2001","ТФГИ по Респ. Хакасия","Приказ ФГУП ЦНИГРИ (ФГБУ ""ЦНИГРИ"") от 25.10.2016 № 57. Регламент № 1 учета и передачи информации в цифровом виде электронного банка геологических данных ФГБУ ""ЦНИГРИ"", 2018","22.02.2022","Лаборатория ЕБГИ отдела ГИС","Генинг К.С., ведущий инженер","Росгеолфонд","DOC, JPG","2 папки; 1 папка (графика); 2 папка (текст)","Поисковые работы на рудное золото на Больше-Сырском участке Немир-Чазыгольского рудного поля (Отчет Немир-Чазыгольского отряда за 1997-2001 гг.)","Поисковые работы","","Отчет полный","Отчетные и фондовые материалы","ТФГИ по Респ. Хакасия: 2525; Росгеолфонд: 479408","","2001","Кириллов А.Д., Белоножко Е.А., Вамбольдт Л.А. и др.","ОАО ""Минусинская ГРЭ""","","РФ","Лицензия № АБН00217БП от 01.01.1997","Лицензия № АБН00217БП от 01.01.1997","Поисковые работы, золото, Копуши, шурфы, канавы, скважины, опробование, зоны, дизъюнктивы, рудопроявления, ресурсы, ГЭО, рекомендации, N-46-85, Республика Хакасия, Кузнецкий Алатау","","","Золото","","Благородные металлы","Немир-Чазыгольское рудное поле, Больше-Сырский участок","Республика Хакасия","Аскизский район","N-46-XIX, N-46-85","","Кузнецкий Алатау. Реки Бол. Сыр, Чазы-Гол","Интерпретированная","Электронный","Гос. Рег. № 58-97-14/2","01FOND","03TGF","\\pegas\UDS\01FOND\03TGF\2525-Кириллов А.Д.,2001","http://cloud.tsnigri.ru/apps/files/?dir=/01-03-МАТЕРИАЛЫ РЕГИОНАЛЬНЫХ ФОНДОВ/2525-Кириллов А.Д.,2001","","","","03TGF_REF","\\pegas\UDS\01FOND\03TGF_REF\2525-Кириллов А.Д.,2001","https://cloud.tsnigri.ru/apps/files/?dir=/01-03-РЕФЕРАТЫ ФОНДОВЫХ МАТЕРИАЛОВ ТГФ/2525-Кириллов А.Д.,2001"
"11116","g01s03y2022m04d18n42e","2535-Шаповалов Д.Н.,2008","ТФГИ по Респ. Тыва","Приказ ФГУП ЦНИГРИ (ФГБУ ""ЦНИГРИ"") от 25.10.2016 № 57. Регламент № 1 учета и передачи информации в цифровом виде электронного банка геологических данных ФГБУ ""ЦНИГРИ"", 2018","22.02.2022","Лаборатория ЕБГИ отдела ГИС","Генинг К.С., ведущий инженер","Росгеолфонд","PDF, DOC, XLS, CDR","1 папка; 2 файла","Отчет о результатах разведки центральной части рудного поля месторождения Тардан (Отчет с подсчетом запасов по состоянию на 01.08.2008 г.)","Оценочные работы","","Отчет полный","Отчетные и фондовые материалы","ТФГИ по Респ. Тыва: 2535; Росгеолфонд: 497495","","2008","Шаповалов Д.Н., Совлук В.И., Безходарнова Т.Э. и др.","ООО ""Тардан Голд""","","РФ","Лицензия № КЗЛ00322БР от 27.07.2004","Лицензия № КЗЛ00322БР от 27.07.2004","Запасы руды и металлы, сквозное извлечение, кучное выщелачивание, скарны, метасоматины","","","Золото","","Благородные металлы","Месторождение Тардан","Республика Тыва","Каа-Хемский кожуун","M-46-VI","","","Интерпретированная","Электронный","Гос. Рег. № 93-08-01","01FOND","03TGF","\\pegas\UDS\01FOND\03TGF\2535-Шаповалов Д.Н.,2008","http://cloud.tsnigri.ru/apps/files/?dir=/01-03-МАТЕРИАЛЫ РЕГИОНАЛЬНЫХ ФОНДОВ/2535-Шаповалов Д.Н.,2008","","","","03TGF_REF","\\pegas\UDS\01FOND\03TGF_REF\2535-Шаповалов Д.Н.,2008","https://cloud.tsnigri.ru/apps/files/?dir=/01-03-РЕФЕРАТЫ ФОНДОВЫХ МАТЕРИАЛОВ ТГФ/2535-Шаповалов Д.Н.,2008"
"11119","g01s03y2022m04d18n45e","2565-Макиянский С.Н.,2009","ТФГИ по Респ. Тыва","Приказ ФГУП ЦНИГРИ (ФГБУ ""ЦНИГРИ"") от 25.10.2016 № 57. Регламент № 1 учета и передачи информации в цифровом виде электронного банка геологических данных ФГБУ ""ЦНИГРИ"", 2018","22.02.2022","Лаборатория ЕБГИ отдела ГИС","Генинг К.С., ведущий инженер","Росгеолфонд","DOC, XLS, JPG, CDR","4 папки; 1 папка (графика); 2 папка (рисунки); 3 папка (сопр. Документы); 4 папка (текст)","Поисковые и поисково-оценочные работы на россыпное золото в бассейне р. Эми. Отчет ПК ""Артель старателей ""Ойна"" по работам 2004-2009 гг.","Поисково-оценочные работы","","Отчет полный","Отчетные и фондовые материалы","ТФГИ по Респ. Тыва: 2565; Росгеолфонд: 501378","","2009","Макиянский С.Н., Павлов И.О., Фомин А.А. и др.","ПК ""Артель старателей ""Ойна""""","","РФ","Лицензия № КЗЛ11583БР от 30.06.2003","Лицензия № КЗЛ11583БР от 30.06.2003","Золото, россыпь, аллювий, река, долина, терасса, поиски, оценка, скважина, проба, Республика Тыва","","","Золото россыпное","","Благородные металлы","Россыпь бассейна р. Эми, участок Верхний","Республика Тыва","Тере-Хольский кожуун","M-47-XIV ","","Реки Эми, Сарыг-Эр, Ихэ-Тайрисин-гол, Балыктыг-Хем, ручьи Улин-Хан, Курум-Хан, Улениг","Интерпретированная","Электронный","Гос. Рег. № 68-04-1/2.2.5","01FOND","03TGF","\\pegas\UDS\01FOND\03TGF\2565-Макиянский С.Н.,2009","http://cloud.tsnigri.ru/apps/files/?dir=/01-03-МАТЕРИАЛЫ РЕГИОНАЛЬНЫХ ФОНДОВ/2565-Макиянский С.Н.,2009","","","","03TGF_REF","\\pegas\UDS\01FOND\03TGF_REF\2565-Макиянский С.Н.,2009","https://cloud.tsnigri.ru/apps/files/?dir=/01-03-РЕФЕРАТЫ ФОНДОВЫХ МАТЕРИАЛОВ ТГФ/2565-Макиянский С.Н.,2009"
"11121","g01s03y2022m04d18n47e","2597-Судаков В.М.,2003","ТФГИ по Респ. Хакасия","Приказ ФГУП ЦНИГРИ (ФГБУ ""ЦНИГРИ"") от 25.10.2016 № 57. Регламент № 1 учета и передачи информации в цифровом виде электронного банка геологических данных ФГБУ ""ЦНИГРИ"", 2018","22.02.2022","Лаборатория ЕБГИ отдела ГИС","Генинг К.С., ведущий инженер","Росгеолфонд","DOC, TIFF","1 папка (графика); 1 файл (текст)","Оценочные работы на рудное золото на участке Восточный Немир-Чазыгольского рудного поля","Оценочные работы","","Отчет полный","Отчетные и фондовые материалы","ТФГИ по Респ. Хакасия: 2597; Росгеолфонд: 481875","","2003","Судаков В.М., Соколова А.Н. и др.","ЗАО ЗДК ""Золотая звезда""","","РФ","Лицензия № АБН00305БР от 23.06.2000","Лицензия № АБН00305БР от 23.06.2000","Оценочные работы, золото, канавы, скважины, зоны, рудные тела, запасы, ТЭР, N-46-85-Г, Республика Хакасия, Кузнецкий Алатау","","","Золото","","Благородные металлы","Немир-Чазыгольское рудное поле, участок Восточный","Республика Хакасия","Аскизский район","N-46-85-Г","","Кузнецкий Алатау. Реки Бол. Сыр, Немир, База, Ужунжул. Г. Сарых, хр. Сахсар, пос. Аххол","Интерпретированная","Электронный","Гос. Рег. № 58-01-6/1","01FOND","03TGF","\\pegas\UDS\01FOND\03TGF\2597-Судаков В.М.,2003","http://cloud.tsnigri.ru/apps/files/?dir=/01-03-МАТЕРИАЛЫ РЕГИОНАЛЬНЫХ ФОНДОВ/2597-Судаков В.М.,2003","","","","03TGF_REF","\\pegas\UDS\01FOND\03TGF_REF\2597-Судаков В.М.,2003","https://cloud.tsnigri.ru/apps/files/?dir=/01-03-РЕФЕРАТЫ ФОНДОВЫХ МАТЕРИАЛОВ ТГФ/2597-Судаков В.М.,2003"
"11123","g01s03y2022m04d18n49e","2609-Агеенко В.Н.,1990","ТФГИ по Респ. Хакасия","Приказ ФГУП ЦНИГРИ (ФГБУ ""ЦНИГРИ"") от 25.10.2016 № 57. Регламент № 1 учета и передачи информации в цифровом виде электронного банка геологических данных ФГБУ ""ЦНИГРИ"", 2018","22.02.2022","Лаборатория ЕБГИ отдела ГИС","Генинг К.С., ведущий инженер","","PDF, JPG, TIFF, TXT","1 папка (текст); 2 папка (текст); 3 папка (графика); 4 папка (графика)","Доразведка Балыксинского месторождения россыпного золота в 1985-1988 гг. (С подсчетом запасов на 01.01.1990 г.)","Оценочные работы","","Отчет полный","Отчетные и фондовые материалы","ТФГИ по Респ. Хакасия: 2609","","1990","Агеенко В.Н., Тищенко В.К., Лукъянцев А.П. и др.","""Енисейзолото"", Экспедиция ""Сибзолоторазведка"", Артемовская ГРП","","РФ","","","Доразведка, месторождение, россыпь, золото, Балыксу, колонковое бурение, шурфо-скважины, отработка, драга, новые кондиции, дражный полигон, раздельный способ, сырьевая база, Артемовский рудник, N-45-XXX, Красноярский край, Кузнецкий Алатау","","","Золото россыпное","","Благородные металлы","Балыксинское месторождение","Республика Хакасия","Аскизский район","N-45-XXX ","","Реки Магызы, Камзас, Балыксу, Веселая, Кедровка","Интерпретированная","Электронный","Гос. Рег. № 16-85-105/3","01FOND","03TGF","\\pegas\UDS\01FOND\03TGF\2609-Агеенко В.Н.,1990","http://cloud.tsnigri.ru/apps/files/?dir=/01-03-МАТЕРИАЛЫ РЕГИОНАЛЬНЫХ ФОНДОВ/2609-Агеенко В.Н.,1990","","","","03TGF_REF","\\pegas\UDS\01FOND\03TGF_REF\2609-Агеенко В.Н.,1990","https://cloud.tsnigri.ru/apps/files/?dir=/01-03-РЕФЕРАТЫ ФОНДОВЫХ МАТЕРИАЛОВ ТГФ/2609-Агеенко В.Н.,1990"
"11186","g01s03y2022m06d15n14e","19417-Лазаренко В.Н.,1975","ТФГИ по Красноярскому кр.","Приказ ФГУП ЦНИГРИ (ФГБУ ""ЦНИГРИ"") от 25.10.2016 № 57. Регламент № 1 учета и передачи информации в цифровом виде электронного банка геологических данных ФГБУ ""ЦНИГРИ"", 2018","22.02.2022","Лаборатория ЕБГИ отдела ГИС","Генинг К.С., ведущий инженер","Росгеолфонд","PDF, JPG, TXT","1 папка (текст); 2 папка (графика); 3 папка (графика); 4 папка (графика); 1 файл (инф.)","Поиски и предварительное окантуривание древней речной сети и изучение ее золотоносности на водоразделах рек Ишимба - Мал. Пенченга - Бол. Пенченга (отчет о работах Партизанской комплексной геологической партии за 1972-1975 гг.)","Региональные работы","","Отчет полный","Отчетные и фондовые материалы","ТФГИ по Красноярскому кр.: 19417; Росгеолфонд: 348330","","1975","Лазаренко В.Н., Белоусова Р.А., Берсенев В.М.","Красноярское ГУ, Ангарская ГРЭ","","РФ","","","Стратиграфия, Тектоника, Магматизм, коры выветривания, геоморфология, рельеф, полезные ископаемые, гидрогеология, горные работы, геоморфологические исследования, геофизические работы, буровые работы, опробовнаие, минералогия россыпей, гранулометрический анализ, геоморфологическая съемка","","","Золото россыпное","","Благородные металлы","Участок Водораздельный, Восточный, Южно-Шалаканская депрессия, россыпи Петропавловская, Ивановская, Мало Пенченги, Приютинская, Токовинная, ручья Золотого","Красноярский край","Мотыгинский район","O-46-X, O-46-XI, O-46-XVI ","","Реки Енисей, Ангара, Ишимба, Мал. и Бол. Пенченга","Интерпретированная","Электронный","","01FOND","03TGF","\\pegas\UDS\01FOND\03TGF\19417-Лазаренко В.Н.,1975","http://cloud.tsnigri.ru/apps/files/?dir=/01-03-МАТЕРИАЛЫ РЕГИОНАЛЬНЫХ ФОНДОВ/19417-Лазаренко В.Н.,1975","","","","03TGF_REF","\\pegas\UDS\01FOND\03TGF_REF\19417-Лазаренко В.Н.,1975","http://cloud.tsnigri.ru/apps/files/?dir=/01-03-РЕФЕРАТЫ ФОНДОВЫХ МАТЕРИАЛОВ ТГФ/19417-Лазаренко В.Н.,1975"
"11193","g01s03y2022m06d15n21e","21763-Белов В.П.,1981","ТФГИ по Красноярскому кр.","Приказ ФГУП ЦНИГРИ (ФГБУ ""ЦНИГРИ"") от 25.10.2016 № 57. Регламент № 1 учета и передачи информации в цифровом виде электронного банка геологических данных ФГБУ ""ЦНИГРИ"", 2018","22.02.2022","Лаборатория ЕБГИ отдела ГИС","Генинг К.С., ведущий инженер","","PDF, JPG, TXT","1 папка (том 1); 2 папка (том 2); 3 папка (том 3); 4 папка (графика); 5 папка (графика); 6 папка (том 6); 1 файл (инф.)","Детальные поиски рудного золота в районе рудопроявления Бабушкина Гора (Отчет Центральной партии по работам 1978-1980 гг.)","Поисковые работы","","Отчет полный","Отчетные и фондовые материалы","ТФГИ по Красноярскому кр.: 21763","","1981","Белов В.П., Кириченко Н.И., Соломатина З.Г.","ПГО ""Красноярская ГГК"", Ангарская ГРЭ","","РФ","","","Поиски, золото, рудное поле, геологическое картирование, спектрозолотометрия, геохимические исследования, канавы, скважины, верхний протерозой, филлиты, кварцевые жилы, штокверки, перспективность, запасы, рекомендации, O-46-45, Енисейский кряж, Красноярский край","","","Золото","","Благородные металлы","Месторождение Бабушкина Гора","Красноярский край","","O-46-45 ","","Енисейский кряж, реки Удерей, Мамон","Интерпретированная","Электронный","Гос. Рег. № 16-78-58/28","01FOND","03TGF","\\pegas\UDS\01FOND\03TGF\21763-Белов В.П.,1981","http://cloud.tsnigri.ru/apps/files/?dir=/01-03-МАТЕРИАЛЫ РЕГИОНАЛЬНЫХ ФОНДОВ/21763-Белов В.П.,1981","","","","03TGF_REF","\\pegas\UDS\01FOND\03TGF_REF\21763-Белов В.П.,1981","http://cloud.tsnigri.ru/apps/files/?dir=/01-03-РЕФЕРАТЫ ФОНДОВЫХ МАТЕРИАЛОВ ТГФ/21763-Белов В.П.,1981"
"11194","g01s03y2022m06d15n22e","21770-Веденеев Ю.В.,1981","ТФГИ по Красноярскому кр.","Приказ ФГУП ЦНИГРИ (ФГБУ ""ЦНИГРИ"") от 25.10.2016 № 57. Регламент № 1 учета и передачи информации в цифровом виде электронного банка геологических данных ФГБУ ""ЦНИГРИ"", 2018","22.02.2022","Лаборатория ЕБГИ отдела ГИС","Генинг К.С., ведущий инженер","","PDF, JPG, TXT","1 папка (том 1); 2 папка (графика); 3 папка (том 3); 1 файл (инф.)","Поисково-оценочные работы на современные россыпи золота по притокам верховий р. Пенченги (Отчет о работах Партизанской партии за 1979-81 гг.)","Поисково-оценочные работы","","Отчет полный","Отчетные и фондовые материалы","ТФГИ по Красноярскому кр.: 21770","","1981","Веденеев Ю.В., Патрина Н.В., Васильева Л.И.","ПГО ""Красноярская ГГК"", Ангарская ГРЭ","","РФ","","","Поисково-оценочные работы, россыпь, золото, скважины колонкового бурения, плотность разведочной сети, запасы категории С1+С2, Южно-Енисейский золотоносный район, притоки верховий р. Пенченги, O-46-XI, XVII, Красноярский край, Енисейский кряж","","","Золото россыпное","","Благородные металлы","Россыпи верховий р. Пенченга","Красноярский край","Мотыгинский район","O-46-XI, O-46-XVII ","","Енисейский кряж, реки Бол. Мурожная, Удерей, Бол. и Мал. Пенченга, Боровая, руч. Приютинский, Митрофановский","Интерпретированная","Электронный","Гос. Рег. № 16-79-39/22","01FOND","03TGF","\\pegas\UDS\01FOND\03TGF\21770-Веденеев Ю.В.,1981","http://cloud.tsnigri.ru/apps/files/?dir=/01-03-МАТЕРИАЛЫ РЕГИОНАЛЬНЫХ ФОНДОВ/21770-Веденеев Ю.В.,1981","","","","03TGF_REF","\\pegas\UDS\01FOND\03TGF_REF\21770-Веденеев Ю.В.,1981","http://cloud.tsnigri.ru/apps/files/?dir=/01-03-РЕФЕРАТЫ ФОНДОВЫХ МАТЕРИАЛОВ ТГФ/21770-Веденеев Ю.В.,1981"
